policy_id,state,county,latitude,longitude,property_value,property_age,building_type,RISK_SCORE,current_annual_premium,coverage_amount,deductible,policy_start_year,num_claims_5yr,total_claim_amount_5yr,Year,policy_age,Risk_Category,Premium_Category,has_claim,Claim_Status,coverage_ratio,Loss_Ratio
POL-0003667,North Carolina,Rockingham,4355270.856935375,-8880511.773659602,308085.0,33,Single_Family,71.8829516539,2981,264095551,5000,2017,0,0,2024,7,High,$2.5K-$3.5K,0,No Claim,857.2165181686872,0.0
POL-0003668,Colorado,Custer,4594818.211639762,-11729459.399538731,277127.0,21,Single_Family,3.91221374046,1058,236886817,10000,2022,1,21311,2024,2,Very Low,< $1.5K,1,Has Claim,854.795155289813,4.0285444234404535
POL-0003669,Ohio,Richland,4979218.861875126,-9187927.617085343,239390.0,33,Single_Family,61.3231552163,1805,219716621,2500,2018,1,26585,2024,6,High,$1.5K-$2.5K,1,Has Claim,917.8187100547224,2.9457063711911355
POL-0003670,Utah,Juab,4822889.538957779,-12555181.440587854,112495.0,37,Single_Family,15.2989821883,1925,110491134,10000,2021,0,0,2024,3,Very Low,$1.5K-$2.5K,0,No Claim,982.1870660918263,0.0
POL-0003671,Ohio,Meigs,4733476.335832941,-9130753.225255055,172471.0,3,Single_Family,52.9580152672,1639,150508382,5000,2024,0,0,2024,0,Moderate,$1.5K-$2.5K,0,No Claim,872.6590673214628,0.0
POL-0003672,Illinois,Ogle,5167386.025676,-9943143.917824568,536859.0,33,Single_Family,71.0877862595,2745,472274439,5000,2015,0,0,2024,9,High,$2.5K-$3.5K,0,No Claim,879.6992115248138,0.0
POL-0003673,Washington,Cowlitz,5811435.616168458,-13656798.57780668,373754.0,21,Single_Family,90.2989821883,1999,335808026,500,2017,0,0,2024,7,Very High,$1.5K-$2.5K,0,No Claim,898.4733969402334,0.0
POL-0003674,Arkansas,Washington,4297785.173318722,-10488029.691603815,829529.0,4,Single_Family,92.2709923664,4574,668486614,500,2023,2,14916,2024,1,Very High,$3.5K-$5K,1,Has Claim,805.8628619373162,0.6522081329252296
POL-0003675,Vermont,Orleans,5594695.516396881,-8042120.742899447,409511.0,62,Multi_Family,36.8320610687,1631,329285432,1000,2019,0,0,2024,5,Low,$1.5K-$2.5K,0,No Claim,804.0942294590377,0.0
POL-0003676,Kentucky,Estill,4536090.121073946,-9346867.5592375,353303.0,4,Single_Family,41.7938931298,2003,351855641,5000,2021,1,4606,2024,3,Moderate,$1.5K-$2.5K,1,Has Claim,995.9033492497941,0.4599101347978033
POL-0003677,Arkansas,Van Buren,4243097.840936859,-10298810.165274903,707959.0,20,Single_Family,50.572519084,1871,581097994,10000,2022,1,24089,2024,2,Moderate,$1.5K-$2.5K,1,Has Claim,820.8074111636408,2.574986638161411
POL-0003678,Alabama,Pike,3737466.782432384,-9566900.33499374,467038.0,21,Multi_Family,43.9885496183,1826,452790343,5000,2024,0,0,2024,0,Moderate,$1.5K-$2.5K,0,No Claim,969.4935808221172,0.0
POL-0003679,Texas,Jack,3926374.5677856486,-10928510.27566835,153738.0,28,Single_Family,11.3867684478,867,128901723,1000,2015,0,0,2024,9,Very Low,< $1.5K,0,No Claim,838.4506302930961,0.0
POL-0003680,Michigan,Cheboygan,5692157.748204276,-9406488.382198133,890678.0,24,Single_Family,59.4783715013,2185,731665755,10000,2018,0,0,2024,6,Moderate,$1.5K-$2.5K,0,No Claim,821.4705595063535,0.0
POL-0003681,Minnesota,Lake of the Woods,6225711.067593199,-10561944.55327321,190358.0,46,Single_Family,3.53053435115,500,154176923,2500,2015,2,12191,2024,9,Very Low,< $1.5K,1,Has Claim,809.9314081887811,4.8764
POL-0003682,Tennessee,Monroe,4224233.645087097,-9378984.170032622,297136.0,5,Single_Family,60.9096692112,1984,268624661,1000,2022,0,0,2024,2,High,$1.5K-$2.5K,0,No Claim,904.0461640460934,0.0
POL-0003683,Illinois,Wabash,4642660.237834069,-9778776.741564728,910154.0,39,Single_Family,24.8409669211,2699,840380401,1000,2015,0,0,2024,9,Low,$2.5K-$3.5K,0,No Claim,923.3386888372737,0.0
POL-0003684,Oklahoma,Grant,4410768.934423897,-10885503.214908324,416599.0,19,Single_Family,27.7671755725,929,336275158,10000,2018,0,0,2024,6,Low,< $1.5K,0,No Claim,807.1914670942562,0.0
POL-0003685,Florida,Citrus,3356674.413105023,-9180188.150078733,285242.0,11,Multi_Family,94.6882951654,2765,274806189,10000,2021,0,0,2024,3,Very High,$2.5K-$3.5K,0,No Claim,963.4141851480497,0.0
POL-0003686,Arkansas,Saline,4115999.8207049775,-10316732.978903202,396752.0,57,Single_Family,77.6399491094,1998,363248397,2500,2016,0,0,2024,8,High,$1.5K-$2.5K,0,No Claim,915.5553015485744,0.0
POL-0003687,Florida,Okaloosa,3594824.834035723,-9639872.802145489,410631.0,33,Single_Family,92.4618320611,4275,336805970,2500,2017,0,0,2024,7,Very High,$3.5K-$5K,0,No Claim,820.2156437287979,0.0
POL-0003688,Texas,Crane,3688565.1404210734,-11411990.018184902,524574.0,2,Multi_Family,1.14503816794,695,522441670,1000,2019,0,0,2024,5,Very Low,< $1.5K,0,No Claim,995.9351206884062,0.0
POL-0003689,Mississippi,Neshoba,3862655.0568276406,-9920524.226522302,178204.0,25,Single_Family,58.2697201018,1749,152274867,5000,2018,0,0,2024,6,Moderate,$1.5K-$2.5K,0,No Claim,854.4974691926108,0.0
POL-0003690,Kansas,Harvey,4585551.19108394,-10845556.015000438,131078.0,35,Single_Family,38.9312977099,1925,127143761,500,2015,0,0,2024,9,Low,$1.5K-$2.5K,0,No Claim,969.9855124429729,0.0
POL-0003691,Tennessee,Cheatham,4336645.996063312,-9694457.075577702,382355.0,2,Single_Family,46.2786259542,2373,362820177,5000,2017,0,0,2024,7,Moderate,$1.5K-$2.5K,0,No Claim,948.9091995658484,0.0
POL-0003692,Kansas,Cherokee,4462760.915580612,-10558240.079441251,107199.0,24,Single_Family,53.68956743,1505,88970675,5000,2024,0,0,2024,0,Moderate,$1.5K-$2.5K,0,No Claim,829.9580686387,0.0
POL-0003693,Virginia,Northampton,4488953.501456062,-8449596.191292107,132533.0,2,Single_Family,44.465648855,1384,118025980,5000,2018,1,4650,2024,6,Moderate,< $1.5K,1,Has Claim,890.5403182603578,0.6719653179190751
POL-0003694,Ohio,Paulding,5029579.166749774,-9415426.485552205,271181.0,40,Single_Family,21.1513994911,1103,256404010,5000,2022,0,0,2024,2,Low,< $1.5K,0,No Claim,945.5087561444202,0.0
POL-0003695,Georgia,Irwin,3711228.217653325,-9270287.417156886,89446.0,51,Single_Family,13.6450381679,500,88459202,1000,2017,2,23311,2024,7,Very Low,< $1.5K,1,Has Claim,988.9676676430472,5.0
POL-0003696,Colorado,Costilla,4478004.330065022,-11736213.259498583,153401.0,60,Single_Family,6.55216284987,1009,147237044,2500,2018,1,10586,2024,6,Very Low,< $1.5K,1,Has Claim,959.8180194392475,2.098315163528246
POL-0003697,Wyoming,Johnson,5471826.369300707,-11864962.731619542,82906.0,12,Multi_Family,19.3066157761,824,68835223,1000,2018,0,0,2024,6,Very Low,< $1.5K,0,No Claim,830.2803536535354,0.0
POL-0003698,North Carolina,Hertford,4350188.09481019,-8569787.833783617,408649.0,31,Multi_Family,68.1615776081,2245,397750254,10000,2019,0,0,2024,5,High,$1.5K-$2.5K,0,No Claim,973.3298111582311,0.0
POL-0003699,Missouri,Benton,4621214.944434843,-10384768.351035224,306368.0,6,Single_Family,66.8256997455,2007,270418850,2500,2017,0,0,2024,7,High,$1.5K-$2.5K,0,No Claim,882.6602321391268,0.0
POL-0003700,Ohio,Williams,5095362.539442527,-9416310.819629217,120504.0,36,Single_Family,44.4020356234,1324,97085566,2500,2024,0,0,2024,0,Moderate,< $1.5K,0,No Claim,805.6626004116046,0.0
POL-0003701,Tennessee,Smith,4335170.895173579,-9568658.531737007,780355.0,7,Single_Family,18.7659033079,1846,706894943,500,2017,0,0,2024,7,Very Low,$1.5K-$2.5K,0,No Claim,905.8632840181713,0.0
POL-0003702,Ohio,Perry,4827853.298973602,-9154494.18406566,612687.0,51,Single_Family,25.9860050891,2693,590782057,1000,2020,0,0,2024,4,Low,$2.5K-$3.5K,0,No Claim,964.2477431380133,0.0
POL-0003703,Virginia,Salem,4479106.110189114,-8911734.742742253,591936.0,61,Multi_Family,18.6386768448,1397,525238773,2500,2023,0,0,2024,1,Very Low,< $1.5K,0,No Claim,887.3235839685372,0.0
POL-0003704,Virginia,Appomattox,4491155.4390794905,-8773375.992172267,208045.0,37,Single_Family,5.08905852417,903,167192751,500,2022,0,0,2024,2,Very Low,< $1.5K,0,No Claim,803.6374390155976,0.0
POL-0003705,Kansas,Coffey,4612977.349927551,-10657073.747431032,457764.0,14,Multi_Family,35.3371501272,2112,397460165,2500,2024,1,15196,2024,0,Low,$1.5K-$2.5K,1,Has Claim,868.2643567427757,1.4390151515151515
POL-0003706,Florida,Liberty,3534660.6309945765,-9449123.047149716,190698.0,9,Single_Family,12.6590330789,644,175607032,10000,2019,0,0,2024,5,Very Low,< $1.5K,0,No Claim,920.8645712068296,0.0
POL-0003707,Illinois,Greene,4772844.942405799,-10062227.109413836,463711.0,63,Single_Family,12.9770992366,688,375156027,10000,2024,0,0,2024,0,Very Low,< $1.5K,0,No Claim,809.0298202975561,0.0
POL-0003708,Idaho,Custer,5503118.29180217,-12721888.155451262,129230.0,52,Single_Family,52.417302799,2519,109356260,5000,2016,0,0,2024,8,Moderate,$2.5K-$3.5K,0,No Claim,846.2141917511414,0.0
POL-0003709,Ohio,Adams,4699604.803840591,-9292077.703384418,633419.0,38,Single_Family,43.8295165394,3087,560995357,5000,2019,0,0,2024,5,Moderate,$2.5K-$3.5K,0,No Claim,885.662345145946,0.0
POL-0003710,North Dakota,Burke,6239557.224973272,-11412265.71341454,279910.0,42,Single_Family,1.04961832061,500,242290223,1000,2015,0,0,2024,9,Very Low,< $1.5K,0,No Claim,865.6004537172663,0.0
POL-0003711,Nebraska,Red Willow,4891560.936160837,-11185035.582450991,235225.0,26,Multi_Family,20.2926208651,895,233688124,10000,2019,0,0,2024,5,Low,< $1.5K,0,No Claim,993.4663577425869,0.0
POL-0003712,Georgia,Spalding,3929987.368941416,-9382470.451530345,282956.0,27,Single_Family,40.8715012723,1575,274193008,2500,2021,0,0,2024,3,Moderate,$1.5K-$2.5K,0,No Claim,969.0305489192666,0.0
POL-0003713,Iowa,Sac,5219055.202792549,-10587089.533456648,502372.0,50,Single_Family,27.2900763359,1803,442423305,1000,2023,1,39320,2024,1,Low,$1.5K-$2.5K,1,Has Claim,880.6687176036882,4.361619523017193
POL-0003714,Arizona,Santa Cruz,3701275.333299123,-12339376.425078057,1013646.0,4,Single_Family,88.3269720102,1500,954640972,500,2022,2,18557,2024,2,Very High,< $1.5K,1,Has Claim,941.7893150074088,2.474266666666667
POL-0003715,Florida,Indian River,3210303.87534511,-8974127.993759526,439807.0,70,Multi_Family,95.6424936387,4472,409863762,500,2023,1,471,2024,1,Very High,$3.5K-$5K,1,Has Claim,931.917322825694,0.021064400715563505
POL-0003716,Missouri,Knox,4884632.606226875,-10257878.056990204,81703.0,38,Single_Family,21.024173028,926,65940738,2500,2018,0,0,2024,6,Low,< $1.5K,0,No Claim,807.0785405676659,0.0
POL-0003717,Louisiana,East Baton Rouge,3572957.47364599,-10140722.748327743,287980.0,16,Multi_Family,97.9643765903,4918,258296270,5000,2020,0,0,2024,4,Very High,$3.5K-$5K,0,No Claim,896.9243350232655,0.0
POL-0003718,Mississippi,Clarke,3768773.603461571,-9872858.29769742,831450.0,40,Single_Family,36.0368956743,4293,748148541,10000,2016,0,0,2024,8,Low,$3.5K-$5K,0,No Claim,899.8118239220638,0.0
POL-0003719,Mississippi,Smith,3765668.605168525,-9963841.378227647,247707.0,3,Single_Family,47.2010178117,1229,204284216,5000,2024,0,0,2024,0,Moderate,< $1.5K,0,No Claim,824.70102177169,0.0
POL-0003720,Utah,Iron,4559642.844273932,-12611326.963718306,142193.0,2,Single_Family,61.4185750636,834,133488885,500,2021,0,0,2024,3,High,< $1.5K,0,No Claim,938.7866139683388,0.0
POL-0003721,Alabama,Randolph,3934394.633764476,-9513262.464108782,343321.0,29,Single_Family,30.5979643766,1582,312538708,10000,2015,0,0,2024,9,Low,$1.5K-$2.5K,0,No Claim,910.3396180251135,0.0
POL-0003722,Indiana,Knox,4677293.035150388,-9731313.186674928,429536.0,46,Single_Family,55.3117048346,3161,396566774,500,2019,2,183137,2024,5,Moderate,$2.5K-$3.5K,1,Has Claim,923.2445569172316,5.0
POL-0003723,Washington,Asotin,5811204.151034424,-13046990.26825644,210644.0,29,Single_Family,17.9071246819,1107,188505544,1000,2020,1,44343,2024,4,Very Low,< $1.5K,1,Has Claim,894.9010842938798,5.0
POL-0003724,New York,Putnam,5075502.944107531,-8209748.167105824,362780.0,49,Single_Family,39.8218829517,998,295744337,1000,2023,1,39597,2024,1,Low,< $1.5K,1,Has Claim,815.2167622250399,5.0
POL-0003725,Minnesota,Wadena,5874793.1569033135,-10571952.125374202,274849.0,73,Commercial,12.9452926209,754,225018286,10000,2016,2,110961,2024,8,Very Low,< $1.5K,1,Has Claim,818.6978522752494,5.0
POL-0003726,Georgia,Taliaferro,3970697.051817433,-9226022.434630215,446664.0,17,Single_Family,0.73155216285,500,370186544,500,2019,2,27970,2024,5,Very Low,< $1.5K,1,Has Claim,828.7807927211505,5.0
POL-0003727,Georgia,Bibb,3869657.633558685,-9317156.125757445,673759.0,1,Single_Family,78.4987277354,2906,545555884,2500,2023,0,0,2024,1,High,$2.5K-$3.5K,0,No Claim,809.7196237823911,0.0
POL-0003728,South Carolina,Chester,4122127.239066869,-9034640.398308448,439875.0,50,Single_Family,43.1615776081,3597,371278434,10000,2024,1,14928,2024,0,Moderate,$3.5K-$5K,1,Has Claim,844.054410912191,0.830025020850709
POL-0003729,North Carolina,Cherokee,4182102.626610261,-9357895.12385022,540774.0,7,Single_Family,56.7111959288,1141,490998058,10000,2019,0,0,2024,5,Moderate,< $1.5K,0,No Claim,907.9542618543052,0.0
POL-0003730,Kansas,Barber,4471103.69018769,-10985545.61019543,361703.0,51,Multi_Family,40.3307888041,895,358415980,2500,2020,0,0,2024,4,Moderate,< $1.5K,0,No Claim,990.9123783877933,0.0
POL-0003731,Pennsylvania,Cambria,4938238.700298973,-8762326.943512918,162445.0,52,Single_Family,76.4312977099,2508,139658463,10000,2021,0,0,2024,3,High,$2.5K-$3.5K,0,No Claim,859.7276801378928,0.0
POL-0003732,Texas,Cooke,3980498.1691633374,-10821661.722945804,256672.0,59,Commercial,73.3142493639,1372,227598540,10000,2018,0,0,2024,6,High,< $1.5K,0,No Claim,886.7291329011346,0.0
POL-0003733,Texas,Maverick,3343027.152961564,-11166970.181451349,692541.0,67,Single_Family,64.1539440204,1607,603307193,10000,2015,0,0,2024,9,High,$1.5K-$2.5K,0,No Claim,871.1501456231472,0.0
POL-0003734,Virginia,Shenandoah,4701431.924830551,-8746454.102805203,174122.0,41,Single_Family,59.8282442748,1772,169902968,2500,2018,0,0,2024,6,Moderate,$1.5K-$2.5K,0,No Claim,975.7696787310047,0.0
POL-0003735,Maryland,Queen Anne's,4732102.648154149,-8461483.63255739,147758.0,63,Single_Family,35.6234096692,875,134481100,2500,2021,0,0,2024,3,Low,< $1.5K,0,No Claim,910.1442899876826,0.0
POL-0003736,Georgia,Schley,3797721.21424462,-9385873.718662525,612592.0,17,Single_Family,0.604325699746,1779,573843039,5000,2016,0,0,2024,8,Very Low,$1.5K-$2.5K,0,No Claim,936.745891229399,0.0
POL-0003737,Wisconsin,Forest,5727333.102627596,-9881897.743647492,157283.0,57,Single_Family,47.3918575064,1551,140043871,1000,2023,0,0,2024,1,Moderate,$1.5K-$2.5K,0,No Claim,890.3942002632198,0.0
POL-0003738,Nevada,Pershing,4930351.409767042,-13180741.281009903,204669.0,72,Single_Family,6.01145038168,873,186746404,1000,2022,1,12828,2024,2,Very Low,< $1.5K,1,Has Claim,912.4313110436851,2.938831615120275
POL-0003739,Texas,Motley,4038802.383618205,-11218761.033263268,215976.0,72,Commercial,3.18066157761,652,176905567,5000,2023,0,0,2024,1,Very Low,< $1.5K,0,No Claim,819.0982655480238,0.0
POL-0003740,Texas,Kenedy,3114581.825377501,-10878204.319244305,170696.0,29,Single_Family,28.3715012723,785,168139810,2500,2023,0,0,2024,1,Low,< $1.5K,0,No Claim,985.0248980643952,0.0
POL-0003741,Oklahoma,Grant,4410768.899067212,-10885503.05592432,243786.0,28,Single_Family,27.7671755725,1111,204695268,5000,2015,0,0,2024,9,Low,< $1.5K,0,No Claim,839.6514484014668,0.0
POL-0003742,Indiana,Warrick,4592476.467241678,-9715077.809235496,214702.0,22,Single_Family,65.1081424936,1985,212137171,10000,2020,0,0,2024,4,High,$1.5K-$2.5K,0,No Claim,988.0540050861193,0.0
POL-0003743,Missouri,Franklin,4637715.797215825,-10138427.905311331,88312.0,53,Single_Family,83.4605597964,2805,73363373,1000,2015,0,0,2024,9,Very High,$2.5K-$3.5K,0,No Claim,830.7293799257179,0.0
POL-0003744,Nevada,Mineral,4656048.470554751,-13184144.16304253,717729.0,57,Single_Family,9.79643765903,2168,578987742,5000,2024,0,0,2024,0,Very Low,$1.5K-$2.5K,0,No Claim,806.6940892732493,0.0
POL-0003745,Kentucky,Washington,4544660.954628634,-9481608.2564289,491285.0,42,Multi_Family,16.7302798982,1935,402199821,5000,2021,0,0,2024,3,Very Low,$1.5K-$2.5K,0,No Claim,818.6690434269315,0.0
POL-0003746,Texas,Wise,3924034.081886597,-10870846.633894917,189373.0,14,Multi_Family,58.9694656489,956,158088623,1000,2019,0,0,2024,5,Moderate,< $1.5K,0,No Claim,834.8002249528707,0.0
POL-0003747,New Mexico,Sandoval,4258060.2996387,-11896317.028995125,191604.0,41,Multi_Family,76.9720101781,768,154252178,500,2024,2,204745,2024,0,High,< $1.5K,1,Has Claim,805.0571908728419,5.0
POL-0003748,Montana,Gallatin,5707817.200240116,-12375414.972568557,243250.0,72,Single_Family,80.9796437659,2553,216221282,10000,2021,1,2235,2024,3,Very High,$2.5K-$3.5K,1,Has Claim,888.8850236382323,0.17508813160987075
POL-0003749,Maryland,Queen Anne's,4732102.702971228,-8461483.359478503,117846.0,29,Single_Family,35.6234096692,982,109367280,500,2022,0,0,2024,2,Low,< $1.5K,0,No Claim,928.0525431495341,0.0
POL-0003750,Missouri,Lincoln,4730014.275402008,-10125628.056978583,318057.0,37,Single_Family,67.0801526718,1236,316329464,500,2018,2,2472,2024,6,High,< $1.5K,1,Has Claim,994.5684704314007,0.4
POL-0003751,New Mexico,Roosevelt,4031789.155861155,-11519382.114677768,805404.0,14,Commercial,84.0648854962,2883,681793742,1000,2017,0,0,2024,7,Very High,$2.5K-$3.5K,0,No Claim,846.5239084980954,0.0
POL-0003752,Missouri,Cass,4671267.319219154,-10503535.223983314,93416.0,22,Single_Family,74.9045801527,2087,77898909,5000,2018,0,0,2024,6,High,$1.5K-$2.5K,0,No Claim,833.8925772886871,0.0
POL-0003753,Michigan,Iosco,5520713.870757394,-9310298.33620311,110996.0,58,Single_Family,37.7544529262,2419,92533602,2500,2020,1,72942,2024,4,Low,$1.5K-$2.5K,1,Has Claim,833.6660960755343,5.0
POL-0003754,Texas,Presidio,3503731.8690349883,-11604046.70449154,207355.0,46,Single_Family,10.2417302799,734,179265819,500,2019,0,0,2024,5,Very Low,< $1.5K,0,No Claim,864.5357912758313,0.0
POL-0003755,South Dakota,Hand,5550772.028162546,-11021181.7621932,205658.0,25,Multi_Family,6.45674300254,708,170923446,5000,2019,1,2347,2024,5,Very Low,< $1.5K,1,Has Claim,831.1052621342228,0.6629943502824859
POL-0003756,Georgia,Forsyth,4059139.527318717,-9364756.547434725,365364.0,55,Single_Family,86.1323155216,1440,341729281,2500,2024,2,63797,2024,0,Very High,< $1.5K,1,Has Claim,935.3118561215664,5.0
POL-0003757,Wyoming,Weston,5440940.985596855,-11640439.167283272,337008.0,17,Multi_Family,7.88804071247,922,335015324,500,2019,0,0,2024,5,Very Low,< $1.5K,0,No Claim,994.0871552010635,0.0
POL-0003758,Virginia,Appomattox,4491155.647277832,-8773375.95053014,151274.0,54,Single_Family,5.08905852417,734,142632033,500,2020,1,30843,2024,4,Very Low,< $1.5K,1,Has Claim,942.8720930232558,5.0
POL-0003759,Missouri,St. Louis,4670374.189733315,-10068110.332638666,730194.0,1,Single_Family,99.3320610687,2826,586043382,5000,2017,0,0,2024,7,Very High,$2.5K-$3.5K,0,No Claim,802.5858634828552,0.0
POL-0003760,Oklahoma,Murray,4093766.279857105,-10805549.459498266,113282.0,56,Single_Family,32.5381679389,1463,103910401,5000,2017,0,0,2024,7,Low,< $1.5K,0,No Claim,917.2719496477816,0.0
POL-0003761,Montana,Hill,6212241.81708215,-12257539.488154989,185852.0,41,Single_Family,50.4452926209,1554,170543448,500,2020,0,0,2024,4,Moderate,$1.5K-$2.5K,0,No Claim,917.6304155995093,0.0
POL-0003762,Florida,Bay,3539698.5313391234,-9530636.434931468,446141.0,50,Commercial,94.1157760814,2600,415531469,1000,2016,0,0,2024,8,Very High,$2.5K-$3.5K,0,No Claim,931.3904550355156,0.0
POL-0003763,Nebraska,Gosper,4941075.763056373,-11113101.840920996,241062.0,53,Single_Family,9.82824427481,851,195170630,2500,2018,0,0,2024,6,Very Low,< $1.5K,0,No Claim,809.6283528718753,0.0
POL-0003764,Pennsylvania,Berks,4926665.719139835,-8452048.123118043,294654.0,45,Multi_Family,92.7162849873,4071,279309661,10000,2024,1,6893,2024,0,Very High,$3.5K-$5K,1,Has Claim,947.9242128055279,0.3386391549987718
POL-0003765,Michigan,Schoolcraft,5812055.424255248,-9595678.985113785,124950.0,14,Commercial,6.74300254453,500,115675411,1000,2020,0,0,2024,4,Very Low,< $1.5K,0,No Claim,925.7735974389756,0.0
POL-0003766,Indiana,Lawrence,4698969.776180004,-9627294.307804454,74559.0,70,Single_Family,47.7735368957,1615,61193944,10000,2023,0,0,2024,1,Moderate,$1.5K-$2.5K,0,No Claim,820.7452353169973,0.0
POL-0003767,Tennessee,Wilson,4321978.531731673,-9606619.80377133,103589.0,58,Single_Family,79.9936386768,2074,103238482,2500,2015,0,0,2024,9,High,$1.5K-$2.5K,0,No Claim,996.6162623444574,0.0
POL-0003768,Texas,Loving,3743552.4576785616,-11530469.708391055,250860.0,52,Multi_Family,0.0318066157761,500,237259154,5000,2021,0,0,2024,3,Very Low,< $1.5K,0,No Claim,945.7831220601132,0.0
POL-0003769,North Carolina,Washington,4276249.315540646,-8524571.201958686,245119.0,32,Single_Family,59.6374045802,1719,203215299,500,2017,1,22879,2024,7,Moderate,$1.5K-$2.5K,1,Has Claim,829.0475197761087,2.6618964514252474
POL-0003770,Illinois,De Witt,4891367.807288605,-9896756.314540535,259515.0,74,Single_Family,29.262086514,948,253802768,1000,2015,0,0,2024,9,Low,< $1.5K,0,No Claim,977.9888176020654,0.0
POL-0003771,Texas,Presidio,3503732.0078188605,-11604046.482903264,661291.0,25,Commercial,10.2417302799,1468,541884564,5000,2023,1,91107,2024,1,Very Low,< $1.5K,1,Has Claim,819.4343549209048,5.0
POL-0003772,Louisiana,Vermilion,3483778.9820827856,-10277436.235566732,261309.0,44,Single_Family,84.7646310433,2242,210523086,10000,2024,0,0,2024,0,Very High,$1.5K-$2.5K,0,No Claim,805.6480488616925,0.0
POL-0003773,Wisconsin,Menominee,5622231.720796205,-9875159.004096748,196467.0,45,Single_Family,9.12849872774,500,188277001,10000,2024,0,0,2024,0,Very Low,< $1.5K,0,No Claim,958.3136150091364,0.0
POL-0003774,Oregon,Sherman,5685671.495817533,-13435077.010029282,424055.0,64,Single_Family,2.89440203562,594,378453469,500,2022,1,3252,2024,2,Very Low,< $1.5K,1,Has Claim,892.4631686927403,1.094949494949495
POL-0003775,Illinois,Effingham,4730262.485570768,-9861779.996886546,1318518.0,64,Single_Family,53.7531806616,2228,1146204186,2500,2015,1,31243,2024,9,Moderate,$1.5K-$2.5K,1,Has Claim,869.3125054037943,2.8045780969479353
POL-0003776,Iowa,Dickinson,5369704.286438082,-10592143.713698018,734999.0,47,Multi_Family,36.3231552163,3383,641469837,500,2016,0,0,2024,8,Low,$2.5K-$3.5K,0,No Claim,872.7492649649863,0.0
POL-0003777,Pennsylvania,Berks,4926665.554424411,-8452048.196551422,126191.0,64,Single_Family,92.7162849873,1483,114396359,2500,2020,1,16776,2024,4,Very High,< $1.5K,1,Has Claim,906.5334215593822,2.2624409979770737
POL-0003778,South Carolina,Jasper,3821074.2023235247,-9020569.451591527,318958.0,23,Single_Family,78.5941475827,1725,270027122,500,2020,0,0,2024,4,High,$1.5K-$2.5K,0,No Claim,846.5914697232864,0.0
POL-0003779,Illinois,Logan,4884097.991911364,-9948352.440507015,173376.0,52,Single_Family,58.1106870229,1215,170820362,500,2017,1,56218,2024,7,Moderate,< $1.5K,1,Has Claim,985.2595630306386,5.0
POL-0003780,Ohio,Lorain,5056092.889164122,-9144996.155871138,309648.0,22,Single_Family,86.2595419847,1990,251528261,1000,2016,2,5020,2024,8,Very High,$1.5K-$2.5K,1,Has Claim,812.3038450111094,0.5045226130653266
POL-0003781,Missouri,Christian,4434886.41448413,-10373744.87758315,290081.0,56,Commercial,66.475826972,2222,271142988,10000,2015,0,0,2024,9,High,$1.5K-$2.5K,0,No Claim,934.7147451918602,0.0
POL-0003782,Ohio,Mahoning,5014518.417343685,-8991975.81783532,279034.0,47,Single_Family,83.6195928753,2636,264781022,10000,2020,1,38987,2024,4,Very High,$2.5K-$3.5K,1,Has Claim,948.9202821161579,2.9580424886191197
POL-0003783,Missouri,Mercer,4927534.540598746,-10416006.3345799,334760.0,4,Single_Family,12.2773536896,980,310919476,500,2019,1,75029,2024,5,Very Low,< $1.5K,1,Has Claim,928.7832357509858,5.0
POL-0003784,Puerto Rico,Gurabo,2068756.437913212,-7344778.359274996,226883.0,40,Single_Family,0.0,524,218806282,1000,2016,0,0,2024,8,,< $1.5K,0,No Claim,964.4013963143999,0.0
POL-0003785,Oklahoma,Rogers,4351920.354061183,-10642627.208401533,354933.0,5,Single_Family,80.0572519084,2893,314496089,10000,2015,0,0,2024,9,Very High,$2.5K-$3.5K,0,No Claim,886.0717064910842,0.0
POL-0003786,New Jersey,Camden,4837446.72539658,-8344468.912799859,113798.0,40,Single_Family,93.2251908397,3261,113610954,5000,2024,0,0,2024,0,Very High,$2.5K-$3.5K,0,No Claim,998.356333151725,0.0
POL-0003787,Virginia,Warren,4708613.563601226,-8706123.569803143,79427.0,48,Single_Family,31.5839694656,1560,68434617,1000,2017,0,0,2024,7,Low,$1.5K-$2.5K,0,No Claim,861.6039507975877,0.0
POL-0003788,Kansas,Cheyenne,4834925.688788366,-11324656.891053226,169041.0,67,Single_Family,8.39694656489,607,151945239,2500,2015,0,0,2024,9,Very Low,< $1.5K,0,No Claim,898.8661863098301,0.0
POL-0003789,Texas,Henderson,3791179.146535281,-10670382.214639733,431010.0,63,Single_Family,84.5419847328,3172,420012748,500,2018,0,0,2024,6,Very High,$2.5K-$3.5K,0,No Claim,974.4849261038026,0.0
POL-0003790,Virginia,Giles,4483016.06991227,-8983803.255265746,134868.0,15,Single_Family,16.5712468193,500,110065448,5000,2016,0,0,2024,8,Very Low,< $1.5K,0,No Claim,816.0975768899962,0.0
POL-0003791,Florida,Gulf,3497999.237606773,-9487349.022147976,456602.0,74,Single_Family,59.5419847328,3622,410660055,2500,2021,0,0,2024,3,Moderate,$3.5K-$5K,0,No Claim,899.3829527684942,0.0
POL-0003792,Virginia,Petersburg,4467620.043616879,-8615164.874050952,250957.0,22,Single_Family,16.9529262087,1345,200830196,2500,2020,1,12354,2024,4,Very Low,< $1.5K,1,Has Claim,800.2573986778611,1.8370260223048327
